link,project_acc_bioprj,project_title_bioprj,project_description_bioprj,common_name,organism_biosamp,clade,n_biosample_accs,date_dataset_first_added_to_this_list,has_latlong_in_NCBI,is_salmonoid,commenter,comments,commenter_spatialdata,comments_about_spatial_data_location,keepinrunning_YN,link_to_published_paper,datathon_project_index,scientificname_worms,rad_method,Category,isMarine_worms,isBrackish_worms,isFreshwater_worms,isTerrestrial_worms,isCoral,kingdom_worms,phylum_worms,class_worms,order_worms,family_worms,genus_worms,somePopsFWorBrackish,isInvasiveRange,isMaybeHybrid,DiffbyDepthSuspected,isAdultBenthicMarine,isNektonSometimes,isInvert,isFish,isAmniote,isPlant,PLD_point,PLD_point_citation,PLD_minmax,PLD_Min,PLD_Max,PLD_point2,PLD_minmax_citation,PLD_Method,Brooding,Planktonic_Mode,PLD_method_citation,isPlanktonic_atanypoint,isPlanktonic_atanypoint_citation,Spawning_mode,Spawning_mode_citation,Larval_feeding,Adult_Motility,Larval_feeding_citation,Large_Adult_Range,Large_Adult_Range_citation,ReturnToSpawningGround,ReturnToSpawningGround_citation,Spawnlocation,Spawnlocation_citation,Fecundity_EggsFemaleSpawn,Fecundity_EggsFemaleSpawn_citation,Fecundity_SpawnFrequency,Fecundity_SpawnFrequency_citation,Fecundity_EggSize,LogEgg,Fecundity_EggSize_citation,Body_Size,Body_Size_citation,Reproductive_Age,Reproductive_Age_citation,Longevity,Coded_longevity,Longevity_citation,Generational_Structure,Generational_Structure_citation,Asexual_Stage,Asexual_Stage_citation,Human_Interactions_economic,Human_Interactions_economic_citation,Census_Size,Census_Size_citation,Range_Size,Genome_Size_MB,Genome_Size_MB_citation,Genome_Size_picoGrams,Genome_Size_picoGrams_citation,senior check-off,Time Spent (minutes),Citations,Comments_traits,Image_Citation,final_keepers
PRJNA560291_Margaritifera-margaritifera,PRJNA560291,Population genetics of freshwater pearl mussel (Margaritifera margaritifera) in central Massachusetts and implications for conservation,"1) The freshwater pearl mussel Margaritifera margaritifera is an ecologically-important globally-endangered species, yet little is known about its biodiversity and population genetics in North American populations. This study focused on M. margaritifera from six locations within two central and eastern Massachusetts, USA, stream systems to better understand the historical impact of damming and habitat fragmentation on local population structure and genetic diversity.2) Approximately 300 informative single nucleotide polymorphisms (SNPs) were generated from 59 individuals across six geographic locations, using the RAD-seq approach. Genotypes were also gleaned from publicly available RNA-seq data of 23 French M. margaritifera samples.3) Population structure predictions using Discriminant Analysis of Principle Components (DAPC) and fastStructure both indicate the existence of a single genetic population in central and eastern Massachusetts, and a clear separation from French individuals. This observation is further supported by frequency-based population genetics calculations, which indicate near-complete admixture and a high number of migrants between Massachusetts sites.4) These results suggest that the effects of habitat fragmentation from damming in the past century have not radiated through the Massachusetts population of M. margaritifera, potentially due to the species’ long lifespan and generation time. However, the Massachusetts genetic population has similar levels of genetic diversity compared to endangered populations in Europe, and conservationists should consider these factors when creating management plans.",freshwater pearlshell mussel,Margaritifera margaritifera,NA,59,43790,n,n,JW,freshwater,NA,NA,no,NA,NA,Margaritifera margaritifera var. zanzibarensis,NA,NA,1,NA,NA,NA,NA,Animalia,Mollusca,Bivalvia,Ostreida,Pteriidae,Margaritifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA541567_Melanitta-americana,PRJNA541567,Coast to Coast: High Genomic Connectivity in North American Scoters,Raw illumina reads for ddRAD-seq of 95 scoter samples,American black scoter,Melanitta americana,NA,95,43790,n,n,Sofia Beskid via DIPnet datathon,NA,NA,"a website linked to the paper says there should be location and sample name metadata in a csv but the csv doesn't exist, no response from authors",no,https://doi.org/10.1002/ece3.5297,M0056,Melanitta americana,NA,NA,1,NA,NA,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA376564_Menidia-menidia,PRJNA376564,Menidia menidia Raw sequence reads,Raw low-coverage genomic sequencing reads from population samples,Atlantic silverside,Menidia menidia,NA,876,43790,n,n,"CR, Kiersey Nielsen via DIPnet datathon",individuals are result of selection experiment,JW,"1st author is RCN steering com, Currently cannot match sample names to locations, author said they would get back to us but hasn't yet",no,https://doi.org/10.1111/1755-0998.12593 | https://doi.org/10.1111/j.1461-0248.2012.01769.x,M0024,Menidia menidia,NA,Passive Pelagic Dispersal,1,1,0,0,NA,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA587891_Metacarcinus-magister,PRJNA587891,Dungeness crab megalopae population genetics,"Dynamic marine environments can shape complex spatial and temporal patterns in the population connectivity of marine species. A genotyping-by-sequencing (GBS) approach was used to examine fine-scale spatial and temporal genomic variation among Dungeness crab (Cancer magister) larval recruits (megalopae stage) sampled in the California Current Ecosystem (CCE). Samples during expected- and late-season recruitment time periods within two consecutive years (2017 and 2018) at two sites in Oregon, USA (Yaquina Bay and Coos Bay) were compared. Given the high economic and social value of the Dungeness crab commercial fishery along the west coast of North America, it is important to understand the population connectivity of the species in order to maintain a sustainable fishery in the face of climate change and changing ocean conditions.",Dungeness crab,Metacarcinus magister,NA,373,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Metacarcinus magister,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA448947_Mnemiopsis-leidyi,PRJNA448947,Population genomics Mnemiopsis leidyi,Population diversity and structure of M. leidyi in the North Sea,sea walnut,Mnemiopsis leidyi,NA,141,43790,n,n,CR,"invasive range, pelagic adult",NA,NA,no,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.5468,NA,Mnemiopsis leidyi,NA,NA,1,1,0,0,NA,Animalia,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Mnemiopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA646707_Monachus-monachus,PRJNA646707,Mitogenomics of the endangered Mediterranean monk seal (Monachus monachus) reveals dramatic loss of diversity and supports historical gene flow between Atlantic and eastern Mediterranean populations,"The Mediterranean monk seal Monachus monachus is one of the most endangeredmarine mammals, with only 600-700 individuals restricted to three populations off thecoast of Western Sahara and Madeira (North Atlantic), and between Greece andTurkey (eastern Mediterranean). Its original range from the Black Sea (easternMediterranean) to Gambia (western African coast) was drastically reduced bycommercial hunting and human persecution since the early stage of marineexploitation. Here we add to the scarce genetic information on the species and forthe first time combine mitogenomic data on historical and modern monk seals to tracethe population history and to evaluate the level of genetic variation of this endangeredpinniped in the last two centuries.",Mediterranean monk seal,Monachus monachus,NA,37,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Monachus monachus,NA,NA,1,NA,NA,NA,NA,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA611636_Montastraea-cavernosa,PRJNA611636,Mesophotic Montastrea cavernosa GBS sequencing,Population genomics of the depth generalist coral Montastrea cavernosa at mesophotic and shallow depths in the Florida Reef Tract. Samples were prepared using the GBS protocol to resolve SNPs for population structure analysis.,great star coral,Montastraea cavernosa,NA,71,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Montastraea cavernosa,NA,NA,1,0,0,0,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Montastraeidae,Montastraea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA626681_Montastraea-cavernosa,PRJNA626681,Population genetics of the coral Montastraea cavernosa in Cuba,"Samples of the coral, Montastraea cavernosa, were collected from Cuba and genomic DNA was extracted from these samples and used to prepare 2bRAD libraries. Pooled sample libraries underwent 100 bp single-end sequencing on an Illumina Novaseq and reads were used to genotype the samples using a 2bRAD SNP approach for a population genetic structure analysis.",great star coral,Montastraea cavernosa,NA,87,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Montastraea cavernosa,NA,NA,1,0,0,0,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Montastraeidae,Montastraea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA544861_Montipora-capitata,PRJNA544861,ddRAD reads from Montipora capitata and Porites compressa. Raw sequence reads,"A study to understand phylogeographical patterns of scleractinians corals on a fine resolution and how they differ between taxa. Slow-growing Porites compressa was compared with fast-growing Montipora capitata within Kaneohe Bay, Oahu.",Rice coral,Montipora capitata,NA,48,44169,y,NA,EDC,NA,NA,NA,yes,NA,NA,Montipora capitata,?,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,F,F,F,T,T,F,T,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,DOI: 10.1007/s00338-012-0957-1,F,"Potential gamete wastage in synchronously spawning corals due to hybrid inviability. Proc. 6th. Int. Coral Reef Symp 2, 707-714",P,F,doi: 10.1146/annurev.ecolsys.110308.120220,F,coraltraits.org,F,coraltraits.org,Indo-West Pacific and Hawaii,coraltraits.org,15,doi: 10.3354/meps09530,3,doi: 10.3354/meps09530,0.39,0.14301480025409513,doi: 10.3354/meps09530,200,coraltraits.org,NA,NA,INDET,99,NA,I,coraltraits.org,T,doi: 10.3354/meps09530,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDC,NA,NA,NA,NA,TRUE
PRJNA597077_Montipora-capitata,PRJNA597077,Montipora capitata bleached/nonbleached pair sequencing,"Sequence data pertaining to Multi-locus selection under thermal stress increases population-wide larval and juvenile heat tolerance in a reef-building coral.Declining coral reefs face a future that includes more frequent and severe mass bleaching events, threatening the long-term persistence of these ecosystems and the services they provide. The coral response to thermal stress is a complex trait mediated by fixed differences and plasticity throughout the holobiont, but adaptive recombination in the host through sexual reproduction is critical to sustain populations that will continue to experience increasing temperatures. We take advantage of intra-population variation in bleaching susceptibility in the reef-building coral Montipora capitata in Kaneohe Bay, Hawaii to examine heritability, selection pressure and ecological outcomes of sexual reproduction in warming oceans.",NA,Montipora capitata,NA,22,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Montipora capitata,NA,NA,1,0,0,0,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA627492_Morone-saxatilis,PRJNA627492,ddRAD-derived SNPS from Striped Bass from 15 locations along the North American Atlantic Coast,"This study used 1256 single nucleotide polymorphism (SNP) loci to investigate genetic structure of 477 Striped Bass sampled from 15 locations spanning the North American Atlantic coast from the Gulf of St. Lawrence, Canada to the Cape Fear River, United States (US).",striped sea-bass,Morone saxatilis,NA,477,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Morone saxatilis,NA,NA,1,1,1,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA622670_Myripristis-tiki,PRJNA622670,Demographic history of coral reef fishes of Rapa Nui,"Elucidating demographic history during the settlement of ecological communities is crucial for properly inferring the mechanisms that shape patterns of species diversity and their persistence through time. Here, we used genomic data and coalescent-based approaches to elucidate for the first time the demographic dynamics associated with the settlement by endemic reef fish fauna of one of the most remote peripheral islands of the Pacific Ocean, Rapa Nui (Easter Island).",Tiki soldierfish,Myripristis tiki,NA,18,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Myripristis tiki,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA517974_Mytilisepta-virgata,PRJNA517974,Balancing selection and microhabitat heterogeneity enhance resilience of a mussel Septifer virgatus to heat stress,"Double digest restriction site-associated DNA sequencing (ddRADseq) was performed to identify SNPs in a total of 64 extracted DNA samples (21 collected in April, 23 collected in August and 20 collected in December) (Peterson et al., 2012). Sequencing libraries were prepared using the EcoRI and MspI restriction enzymes (New England Biolabs, MA, USA) and a protocol adapted from McDaniel Laboratory in University of Florida (https://mcdaniellab.biology.ufl.edu/data/). Libraries were sequenced on an Illumina NovaSeq as 150 bp paired-end reads in Berry Genomics Corporation (Beijing, China). The raw reads were quality filtered and demultiplexed using process_radtags.pl included in the STACKS 1.19 packages (Catchen et al., 2013).",NA,Mytilisepta virgata,NA,64,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Mytilisepta virgata,NA,NA,1,NA,NA,NA,NA,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilisepta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA564770_Mytilus-galloprovincialis,PRJNA564770,Population genomics of Mytilus galloprovincialis in the Adriatic  and Black Seas,"A population genomic approach providing the first insights into the global phylogeography of the mussel M. galloprovincialis within its geographical native range, the Adriatic (Mediterranean) and Black Seas",Mediterranean mussel,Mytilus galloprovincialis,NA,466,43790,n,n,Beth Davis via DIPnet datathon,NA,NA,"Locations in Table 1, use different naming convention than in BioProject",yes,https://doi.org/10.3389/fmars.2019.00566,M0070,Mytilus galloprovincialis,2b-RAD,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,T,F,F,F,T,F,T,F,F,F,28,https://doi.org/10.1093/mollus/eyu093,21–35,21,35,28,https://doi.org/10.1093/mollus/eyu093,larval monitoring,n,n,https://doi.org/10.1093/mollus/eyu093,T,https://doi.org/10.1093/mollus/eyu093,F,NA,P,F,NA,F,NA,F,NA,NA,NA,1000000000,https://link.springer.com/article/10.1007%2FBF01983629,multiple events/year,NA,7.0000000000000007E-2,0.029383777685209667,10.1016/S0065-2881(08)60428-9Get,5–7,NA,1,NA,10,10,NA,I,NA,F,NA,economic,NA,NA,NA,1500km?,1600-1900,https://doi.org/10.3389/fgene.2020.00440 | https://doi.org/10.1371/journal.pone.0151561,NA,NA,NA,NA,NA,NA,NA,TRUE
PRJNA515951_Mytilus-galloprovincialis,PRJNA515951,Temperature as an important driver for the rapid evolution of the invasive species Mytilus galloprovincialis over the past century,Temperature as an important driver for the rapid evolution of the invasive species Mytilus galloprovincialis over the past century,Mediterranean mussel,Mytilus galloprovincialis,NA,48,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Mytilus galloprovincialis,NA,NA,1,0,0,0,NA,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,F,NA,T,NA,NA,F,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA630809_Mytilus-galloprovincialis,PRJNA630809,Mytilus galloprovincialis Raw sequence reads,Mytilus galloprovincialis Raw sequence reads,Mediterranean mussel,Mytilus galloprovincialis,NA,36,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Mytilus galloprovincialis,NA,NA,1,0,0,0,NA,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,F,NA,T,NA,NA,F,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA291118_Mytilus-galloprovincialis-x-Mytilus-trossulus,PRJNA291118,"Marine blue mussels, Mytilus trossulus and M. galloprovincialis. raw sequence reads","We use double-digest restriction-site associated DNA sequencing (ddRADseq) to genotype 1,337 randomly-selected single nucleotide polymorphisms to investigate the relative importance of isolating barriers and the demographic expansion of invasive Mytilus galloprovincialis on the magnitude and the direction of introgression with the native M. trossulus in a hybrid zone in central California.",blue mussel hybrid,Mytilus galloprovincialis x Mytilus trossulus,NA,271,43790,y,n,anonymous Marinerd,was found before with fuzzy name matching but not with exact name matches so added manually to this list. OK to look at Mytilus trossulus but will have to make sure to exclude hybrids - Mytilus galloprovincialis is introduced in CA....,NA,NA,no,https://onlinelibrary.wiley.com/doi/full/10.1111/mec.13340,NA,NA,NA,Passive Pelagic Dispersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,T,T,F,T,F,T,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,F,NA,T,NA,NA,F,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA369717_Nautilus,PRJNA369717,Genomic signatures of evolution in a living fossil: the case of Nautilus,"To address fundamental questions about Nautilus taxonomy, population genetic structure and population sizes we conducted a phylogenomic analysis using RAD-Seq markers (&gt;18,000 SNPs in 2559 linkage groups) to provide a genome-wide assessment of the relatedness among and validity of all currently recognized nautilid species.",Nautilus sp.,Nautilus,NA,14,43790,n,n,"CR, Sofia Beskid via DIPnet datathon","there are other samples in this project that we are using - these 12 samples they couldn't assign to species confidently so removing them, also weirdness on NCBI where they say they are paired end but only have 1 file present",JW,NA,no,https://doi.org/10.1111/mec.14344,M0022,Nautilus belauensis,ddRAD,Short-scale Dispersal,1,0,0,0,NA,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,F,F,F,F,F,T,T,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,15,NA,20,20,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Nautilus#Reproduction_and_lifespan,NA,NA,FALSE
PRJNA369717_Nautilus-pompilius,PRJNA369717,Genomic signatures of evolution in a living fossil: the case of Nautilus,"To address fundamental questions about Nautilus taxonomy, population genetic structure and population sizes we conducted a phylogenomic analysis using RAD-Seq markers (&gt;18,000 SNPs in 2559 linkage groups) to provide a genome-wide assessment of the relatedness among and validity of all currently recognized nautilid species.",Chambered nautilus,Nautilus pompilius,NA,93,43790,n,n,"CR, Sofia Beskid via DIPnet datathon",might be more than one species,JW,NA,yes,https://doi.org/10.1111/mec.14344,M0022,Nautilus pompilius,ddRAD,Short-scale Dispersal,1,0,0,0,0,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,F,F,F,F,F,T,T,F,F,F,0,DOI:10.1111/mec.13255,NA,NA,NA,0,NA,NA,NA,NA,NA,F,doi: 10.1371/journal.pone.0165334,N,ISBN 9780521645836,N,T,doi: 10.1371/journal.pone.0165334,T,https://doi.org/10.1093/icb/ics040,?,NA,NA,NA,44489,https://doi.org/10.1371/journal.pone.0016716,1,https://doi.org/10.1371/journal.pone.0016716,26,1.4313637641589874,10.5061/dryad.k84c3k8j,12,NA,15,NA,20,20,https://doi.org/10.1371/journal.pone.0016716,I,10.1016/j.cub.2015.02.018,NA,NA,shell trade,https://doi.org/10.1111/mec.13255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
PRJNA170681_Nematostella-vectensis,PRJNA170681,Nematostella vectensis RAD sequencing,"The identification of large numbers of single nucleotide polymorphisms (SNPs) throughout a genome has the power to refine the understanding of population demographic history and to identify genomic regions potentially under selection in natural populations. To this end, population genomic approaches that harnesses the power of next-generation sequencing to understand the ecology and evolution of marine invertebrates represents a boon not only to test recently developed hypotheses but also to address long-standing questions in marine biology and conservation.  We employed restriction-site-associated DNA sequencing (RAD-seq) to identify SNPs in natural populations of the sea anemone Nematostella vectensis, an emerging cnidarian model with a broad geographic range in estuarine habitats spanning the Atlantic and Pacific coasts of North America, and portions of England.",Starlet sea anemone,Nematostella vectensis,NA,30,43790,n,n,"RB, Eric Crandall via DIPnet datathon","Estuarine. Reitzel et al. 2013 is RAD sequencing of samples collected in Reitzel et al. 2008. estuarine.; was just doing M3, short reads, only sample0 had loci added to cstacks and then gstacks errorred out with no loci genotyped error",JW,vague but with reading found 4 locations likely 50km resolution,no,https://doi.org/10.1111/mec.12228|https://doi.org/10.1007/s10530-007-9196-8,M0002,Nematostella vectensis,Floragenex; SbfI,Passive Pelagic Dispersal,1,1,0,0,0,Animalia,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,T,F,F,F,T,F,T,F,F,F,7,https://doi.org/10.2307/1542110,NA,NA,NA,7,NA,lab,hmm budding/fission/clonal,P,NA,T,https://doi.org/10.2307/1542110,F,https://doi.org/10.2307/1542110,NA,F,NA,F,NA,F,NA,NA,NA,10–2000,https://doi.org/10.2307/1542110,many,https://doi.org/10.2307/1542110,0.22,0.08635983067474821,https://doi.org/10.2307/1542110,2–3.5,https://doi.org/10.2307/1542110,0.25,https://doi.org/10.2307/1542110,NA,NA,NA,I,https://doi.org/10.2307/1542110,T,https://doi.org/10.2307/1542110,introduced widely,https://link.springer.com/article/10.1007/s10530-020-02321-6,NA,NA,NA,244,https://doi.org/10.1101/2020.10.30.359448,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Starlet_sea_anemone#Life_cycle,NA,NA,FALSE
